feature	ASV2	ASV7	ASV12	ASV18
22010-0001	37.0606246172688	57.8444580526638	0.894060012247398	3.13533374157991
22010-0002	0.161870503597122	9.19064748201439	21.2769784172662	44.3705035971223
22010-0003	96.054678817515	0.377861747054901	0.800177817292732	1.17803956434763
22010-0004	0.317460317460317	8.25396825396825	27.9591836734694	27.5510204081633
22010-0005	0.150323774283071	0.0346901017576318	21.6581868640148	30.8279370952821
22010-0006	40.5882352941177	0.20460358056266	2.46803069053708	25.7928388746803
22010-0007	10.2657318445425	1.28105254046568	1.28105254046568	27.6811217865489
22010-0008	3.6068530207394	2.41340900652416	7.49482840927173	4.47143690659311
22010-0009	0.307953700753956	24.1159604969736	4.2263990655198	1.52914941064033
22010-0010	13.1941856131196	59.7745061498323	0.130450987700335	0.652254938501677
22010-0011	0.51585699546943	5.14511281568205	0.327457049297986	1.42645673529808
22010-0012	11.773449112102	56.4890870687632	4.41210983337245	1.85402487678949
22010-0013	0.304185767533525	1.74799708667152	6.2893620667495	5.62101023949274
22010-0014	3.3107665429133	16.9644027080148	18.1480672635947	13.2081240445512
22010-0015	0.223166843783209	0.403825717321998	4.11264612114771	5.22848034006376
22010-0016	68.4446488102081	18.9447062880791	0.183929187262904	0.22991148407863
22010-0017	17.2895022484106	11.8054478730553	40.3731844730449	5.87688013645526
22010-0018	0.0566813093382457	48.7034150488876	0.368428510698597	11.0528553209579
22010-0019	46.6338639652677	6.3328509406657	24.7004341534009	2.00868306801737
22010-0020	75.4504242706033	13.5999070091828	2.44100895036615	0.348715564338022
22010-0021	99.7038499506417	0.035896975679799	0.0448712195997487	0.0448712195997487
22010-0022	58.2051124869736	25.0229878011402	4.37687733709312	0.68043891374977
22010-0023	6.42084562438545	1.53392330383481	21.3962635201573	40.196656833825
22010-0024	4.46569680269076	1.28459699315152	10.6414880252867	0.656481744134214
22010-0025	88.6641618035015	0	1.86265888560237	0.231833080182269
