feature	ASV2	ASV7	ASV18	ASV33
22010-0001	36.6687078995713	57.8444580526638	3.01285976729945	0.0612369871402327
22010-0002	0.161870503597122	0	44.3705035971223	13.5791366906475
22010-0003	95.432318292954	0.0889086463658591	1.04467659479884	0
22010-0004	0.317460317460317	8.16326530612245	27.4263038548753	0.793650793650794
22010-0005	0.150323774283071	0	30.5157261794635	5.8163737280296
22010-0006	39.5780051150895	0.20460358056266	25.7928388746803	0.0383631713554987
22010-0007	10.1964857612741	0	27.6811217865489	0.121180645719726
22010-0008	3.58563623826447	2.02089853073781	4.0524054527131	1.23057338354639
22010-0009	0.276096421365615	0.254858235106722	1.52914941064033	65.1375172560263
22010-0010	12.9798732761834	59.7558702944465	0.652254938501677	0
22010-0011	0.462028439420446	4.92531287848203	1.42645673529808	24.6310501054143
22010-0012	11.2336697175937	54.3769068293828	1.85402487678949	1.42376593913792
22010-0013	0.304185767533525	1.65374234180198	5.60387301315282	0.244205475343816
22010-0014	3.26708888403582	14.9901725267526	1.17492902380432	2.3542258134964
22010-0015	0.212539851222104	0.340063761955367	2.19978746014878	54.1657810839532
22010-0016	67.9733302678469	0	0.22991148407863	2.05770778250374
22010-0017	17.2895022484106	11.3557657517961	5.7011422959632	4.92582829379232
22010-0018	0.0566813093382457	0	11.0528553209579	27.7313305937367
22010-0019	46.6338639652677	0.0926193921852388	1.91027496382055	0.468885672937771
22010-0020	74.7994885505056	0.081366965012205	0.348715564338022	0
22010-0021	99.6769272188818	0.035896975679799	0.0448712195997487	0
22010-0022	58.0089499172439	14.1175749402317	0.68043891374977	1.75933304726292
22010-0023	6.42084562438545	1.16027531956735	38.6725663716814	0.511307767944936
22010-0024	3.63496373140981	1.28459699315152	0.656481744134214	31.0451027272359
22010-0025	88.6641618035015	0	0.215844591893836	0.10392517387481
