feature	ASV1	ASV3	ASV4	ASV6	ASV17	ASV20	ASV24	ASV31	ASV50
22010-0051	13.6608251690355	9.41079067200221	29.5984545329102	0	1.00731337105009	3.80847247136746	0.717538291706913	1.84904098247551	0
22010-0052	18.7867948431329	3.15969893434682	33.6835829793576	0	2.39958268127282	2.85416200909159	3.8303897458827	3.81548550562635	5.92443550190029
22010-0053	11.6193916906703	2.67538934726358	54.5818483620563	3.14895279011863	0.77137138114534	0	0.42962456671386	1.41580823121613	0.380803593223649
22010-0054	7.12052445789208	24.5890065557236	34.2813918305598	0	1.46243066061523	0.413514876449823	0.131114473020676	0.27231467473525	0
22010-0056	0.585357695363131	7.01174896517122	3.8006438934649	20.7676548062048	1.64736379980767	2.36651753982523	5.12187983442739	3.94280219091023	11.376844922022
22010-0057	0.247358928111311	1.70574594176759	1.12857510950786	70.6725070858026	0.0360731770162329	0.0309198660139139	0.51017778922958	0.324658593146096	1.4120072146354
22010-0058	0.12243648607285	53.5098459340884	0.612182430364249	5.60146923783287	7.58596061626365	0.601979389858178	0.816243240485665	2.50994796449342	0.0306091215182124
22010-0059	7.74626410491003	12.8697773711497	59.357527701535	0.0508285046253939	0.25414252312697	0.172816915726339	0.213479719426654	0.396462336078073	0
22010-0060	1.44335511982571	6.10021786492375	36.8259803921569	0.156590413943355	1.60675381263617	1.43654684095861	5.4125816993464	23.5430283224401	1.9812091503268
22010-0061	0.0948194121196449	35.5400396517542	0.0344797862253254	0	10.8438927678648	5.93052323075597	2.75838289802603	1.430911128351	2.14636669252651
22010-0063	0.0910254586829754	18.1538899160859	0	0.122315460105248	5.43592661072394	22.3751955625089	7.34461669748258	9.1395249608875	7.11705305077514
22010-0064	0	27.4314778185928	0.033907883582933	0.395591975134219	6.67985306583781	3.71291325233117	3.06866346425544	5.02966939813507	3.59988697372139
22010-0065	0	32.5697211155378	0	8.66059571238854	15.4003035477139	5.07019540884083	4.8140770252324	6.54999051413394	0.317776512995637
22010-0066	0	43.6343171585793	0	8.16658329164582	6.60330165082541	3.27663831915958	5.2776388194097	9.41720860430215	0
22010-0067	52.4745950820241	27.5066763777616	0	0	5.69833177262165	1.06475219366698	1.12024416467242	6.22897374536122	0.0312142336905629
22010-0068	21.8735280263778	30.4816297691945	5.6464908148846	1.29533678756477	6.00565237870937	9.70913801224682	2.5259067357513	1.65449835138954	0.135421573245407
22010-0069	0	62.6362089563045	2.1829634724686	0.155667378633747	9.41606632154364	4.0545921876697	2.25536690439127	3.51156644824965	0.260652354921623
22010-0070	0.01530866087489	11.8680393432584	0	0.279383060966742	1.32419916567798	0.593210608901986	0.248765739216962	0.210494087029737	0.574074782808374
22010-0071	0.225814545324205	37.5138893867164	0	7.03251012581096	27.8647980214345	0	1.5269364493351	2.00007168715725	0.73120900390695
22010-0072	0.247689816137944	31.4216760344225	6.48439236607285	6.67809850433457	12.4575275475533	3.31523292369248	3.26442475627957	5.94138007684735	7.4179924422851
22010-0073	0	16.7878158532364	0.13153340256144	1.40533056420907	1.91761855313257	37.2239529248875	5.7251644167532	8.30044998269297	5.35133264105227
22010-0074	0	50.796350703572	18.875315705376	6.23163754445647	2.69058295964126	0	3.04623473016855	6.92747796505335	1.113344672955
22010-0075	9.09244893119686	22.1044073308716	0.35909075510688	1.32795826416884	6.30102645753582	1.50750364172228	1.3990988854636	2.72705714963244	5.92838510789661
