feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
ASV54	grp	02_premenopausal	-4.50224946265404	0.835597400273479	72	68	1.0230367721501e-06	2.0460735443002e-05
ASV87	grp	02_premenopausal	-4.54676491468606	1.21457103096233	72	53	0.000382939229284874	0.00382939229284874
ASV1	grp	02_premenopausal	2.6402245090407	0.891509312278066	72	63	0.00425106951054119	0.0212553475527059
ASV1	grp	03_trans	-3.87372124528734	1.28022545288991	72	63	0.00353252185391096	0.0212553475527059
ASV87	SexOfPartner	M	5.65164924241394	2.30002435912672	72	53	0.0166376833900318	0.0665507335601271
ASV54	grp	03_trans	2.43598893814225	1.199934813317	72	68	0.0463801269366465	0.154600423122155
