feature	ASV1	ASV3	ASV4	ASV6
22010-0001	36.9264923532314	3.03404045387272	58.2511100148002	0.061667488899852
22010-0002	0.163606616978731	44.84639156517	0	13.7247773132158
22010-0003	95.6875417873858	1.04747047024738	0.0891464229997771	0
22010-0004	0.324562420308334	28.0398748116379	8.3458908079286	0.811406050770836
22010-0005	0.154064944299597	31.2751836928182	0	5.96112822943826
22010-0006	40.0595392182242	26.1066528604711	0.207092932953663	0.0388299249288118
22010-0007	10.2640062734164	27.8644245011763	0	0.121983096628039
22010-0008	3.59765832889835	4.06599254922831	2.02767429483768	1.23469930814263
22010-0009	0.28562012523344	1.58189607821597	0.263649346369329	67.3843787762276
22010-0010	13.0174750023362	0.654144472479208	59.9289786001308	0
22010-0011	0.465284365541853	1.43650901206125	4.9600216831549	24.8046257397118
22010-0013	0.305994914450718	5.63720208593716	1.66357798560531	0.245657889066069
22010-0014	3.41646113090344	1.22864711793185	15.6755275417923	2.46186169726866
22010-0015	0.213538330130258	2.21012171684817	0.341661328208413	54.4202434336963
22010-0016	68.0985834389036	0.230335137625245	0	2.06149948174594
22010-0017	17.4837967802634	5.76521011917207	11.4833786326573	4.98118335772528
22010-0018	0.0574960471467587	11.2117291936179	0	28.1299410665517
22010-0019	47.1745622767465	1.93242372782105	0.0936932716519295	0.474322187737893
22010-0020	74.895251396648	0.349162011173184	0.0814711359404097	0
22010-0021	99.7574995509251	0.044907490569427	0.0359259924555416	0
22010-0022	58.6634430599467	0.688116049841919	14.2768582232968	1.77918293968136
22010-0023	6.49169897604136	39.099314047122	1.17307883487424	0.516949995029327
22010-0024	4.27713141331299	0.772458516116727	1.5115391951173	36.5296585924089
22010-0025	88.8417173982698	0.216276834347965	0	0.104133290611983
22010-0026	3.98505603985056	0	0.04151100041511	86.4881693648817
22010-0027	3.39915830365814	14.0822272580123	19.2457105859501	0
22010-0028	92.878801004938	0.874989170926102	1.65468249155332	0.0519795547084813
22010-0029	49.5985580861871	0.393249221694249	13.5343273799771	0
22010-0030	63.8483965014577	0	35.0414891231218	0
22010-0031	78.8122406639004	1.29668049792531	6.9588520055325	0.0605117565698479
22010-0032	93.5757091490212	0.383539752297243	1.70994806232521	0.0319616460247703
22010-0033	90.425441935211	0.118413262285376	0.0507485409794468	0.236826524570752
22010-0034	83.0569655950367	0.214326001128032	13.7958262831359	0.27072758037225
22010-0035	97.575210589651	0.29482551143201	0.818291215403129	0
22010-0036	99.4553889598601	0.0201707792644389	0	0
22010-0037	96.7847713141981	0.221446214121455	1.01354228770974	0.021292905203986
22010-0038	97.677459047912	0.0346073982927017	1.03822194878105	0.0153810659078674
22010-0039	82.1050308914387	0.0441306266548985	0.132391879964696	7.18225948808473
22010-0040	86.2875487273561	0.160513643659711	0.756707177252924	0
22010-0041	97.376715317849	0.402463269165495	0.392765359065121	0.13092178635504
22010-0042	90.4426881081822	0.0456850472840239	0.370048883000594	0
22010-0043	39.5408923780185	0.462088840306072	0.75524197555401	40.2762595647421
22010-0044	96.3877402091948	0	0.291899781075164	0
22010-0045	99.2688499619193	0.121858339680122	0.228484386900228	0
22010-0046	85.9721505930892	0.0736756796581449	0.456789213880498	0.0442054077948869
22010-0047	3.63891487371375	19.2797006548176	53.0776426566885	0.0841908325537886
22010-0048	7.25639629831247	2.63473053892216	73.8595536200327	0
22010-0049	53.5490605427975	21.1710001897893	9.25223002467261	0.237236667299298
22010-0050	97.3425436814303	0.99146688338074	0.268183665176757	0
22010-0051	13.6608251690355	9.41079067200221	29.5984545329102	0
22010-0052	18.7867948431329	3.15969893434682	33.6835829793576	0
22010-0053	11.6193916906703	2.67538934726358	54.5818483620563	3.14895279011863
22010-0054	7.12052445789208	24.5890065557236	34.2813918305598	0
22010-0056	0.585357695363131	7.01174896517122	3.8006438934649	20.7676548062048
22010-0057	0.247358928111311	1.70574594176759	1.12857510950786	70.6725070858026
22010-0058	0.12243648607285	53.5098459340884	0.612182430364249	5.60146923783287
22010-0059	7.74626410491003	12.8697773711497	59.357527701535	0.0508285046253939
22010-0060	1.44335511982571	6.10021786492375	36.8259803921569	0.156590413943355
22010-0061	0.0948194121196449	35.5400396517542	0.0344797862253254	0
22010-0063	0.0910254586829754	18.1538899160859	0	0.122315460105248
22010-0064	0	27.4314778185928	0.033907883582933	0.395591975134219
22010-0065	0	32.5697211155378	0	8.66059571238854
22010-0066	0	43.6343171585793	0	8.16658329164582
22010-0067	52.4745950820241	27.5066763777616	0	0
22010-0068	21.8735280263778	30.4816297691945	5.6464908148846	1.29533678756477
22010-0069	0	62.6362089563045	2.1829634724686	0.155667378633747
22010-0070	0.01530866087489	11.8680393432584	0	0.279383060966742
22010-0071	0.225814545324205	37.5138893867164	0	7.03251012581096
22010-0072	0.247689816137944	31.4216760344225	6.48439236607285	6.67809850433457
22010-0073	0	16.7878158532364	0.13153340256144	1.40533056420907
22010-0074	0	50.796350703572	18.875315705376	6.23163754445647
22010-0075	9.09244893119686	22.1044073308716	0.35909075510688	1.32795826416884
