feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
ASV3	SexuallyActive	no	2.2529673492721	0.977023307970817	72	69	0.0240798786462913	0.0665545460971857
ASV6	SexuallyActive	no	2.54670616219305	1.17273612726916	72	52	0.0332772730485928	0.0665545460971857
