feature	ASV1	ASV2	ASV3	ASV4	ASV5	ASV6	ASV7	ASV8	ASV9	ASV10	ASV11	ASV12	ASV13	ASV14	ASV15	ASV16	ASV17	ASV18	ASV19	ASV20	ASV21	ASV22	ASV23	ASV24	ASV25	ASV26	ASV27	ASV28	ASV29	ASV30	ASV31	ASV33	ASV34	ASV35	ASV36	ASV37	ASV38	ASV39
22010-0011	-8.50928016808786	-8.80884044994677	-8.50928016808786	-8.04984854945056	-8.60238957247934	-8.9243176673667	-8.39803107397315	-8.60238957247934	-9.33935516664555	-8.50928016808786	-10.1873520732005	-8.33935516664555	-8.9243176673667	-11.8349450230622	-8.60238957247934	-9.90565245842884	-8.9436869515971	-8.9243176673667	-8.80884044994677	-8.80884044994677	-10.4952400673549	-10.3883248634384	-9.90565245842884	-8.60238957247934	-8.42181732683752	-8.9243176673667	-10.0694102766992	-9.91027756663373	-10.7362481668587	-8.80884044994677	-9.50928016808786	-9.33935516664555	-10.672117829439	-11.5092801680879	-10.9477522720524	-9.33935516664555	-10.6711872047918	-11.1857603776216
22010-0012	-8.50928016808786	-3.20042708983966	-3.65293929453716	-8.04984854945056	-8.60238957247934	-8.9243176673667	-4.14597930581728	-8.60238957247934	-9.33935516664555	-8.50928016808786	-3.47460205327865	-8.33935516664555	-8.9243176673667	-4.31590430725959	-8.60238957247934	-4.09351188592314	-8.9436869515971	-8.9243176673667	-8.80884044994677	-4.04288581285318	-4.44143518934345	-4.81340396673041	-4.04288581285318	-8.60238957247934	-8.42181732683752	-5.20042708983966	-4.81340396673041	-3.94667049759387	-4.37730485192374	-8.80884044994677	-9.50928016808786	-9.33935516664555	-4.09351188592314	-11.5092801680879	-4.31590430725959	-9.33935516664555	-4.50854938520199	-5.31590430725959
22010-0013	-8.50928016808786	-8.80884044994677	-8.50928016808786	-8.04984854945056	-8.60238957247934	-8.9243176673667	-8.39803107397315	-8.60238957247934	-9.33935516664555	-8.50928016808786	-10.1873520732005	-8.33935516664555	-8.9243176673667	-11.8349450230622	-8.60238957247934	-9.90565245842884	-8.9436869515971	-8.9243176673667	-8.80884044994677	-8.80884044994677	-10.4952400673549	-10.3883248634384	-9.90565245842884	-8.60238957247934	-8.42181732683752	-8.9243176673667	-10.0694102766992	-9.91027756663373	-10.7362481668587	-8.80884044994677	-9.50928016808786	-9.33935516664555	-10.672117829439	-11.5092801680879	0	-9.33935516664555	-10.6711872047918	-11.1857603776216
22010-0014	-5.10013667128545	-8.80884044994677	-8.50928016808786	-3.8985028101158	-4.33460192492247	-5.10013667128545	-8.39803107397315	-8.60238957247934	-2.99580001147071	-8.50928016808786	-10.1873520732005	-8.33935516664555	-4.96263314753551	-11.8349450230622	-8.60238957247934	-1.43338007940065	-8.9436869515971	-4.33460192492247	-8.80884044994677	-8.80884044994677	-10.4952400673549	-10.3883248634384	-9.90565245842884	-3.61470984411521	-8.42181732683752	-8.9243176673667	-2.8985028101158	-9.91027756663373	-10.7362481668587	-4.96263314753551	-9.50928016808786	-9.33935516664555	-10.672117829439	-11.5092801680879	-10.9477522720524	-9.33935516664555	-10.6711872047918	-11.1857603776216
22010-0015	-8.50928016808786	-8.80884044994677	-8.50928016808786	-8.04984854945056	-8.60238957247934	-8.9243176673667	-8.39803107397315	-8.60238957247934	-9.33935516664555	-8.50928016808786	-10.1873520732005	-8.33935516664555	-8.9243176673667	-11.8349450230622	-8.60238957247934	-9.90565245842884	-8.9436869515971	-8.9243176673667	-8.80884044994677	-8.80884044994677	-10.4952400673549	-10.3883248634384	-9.90565245842884	-8.60238957247934	-8.42181732683752	-8.9243176673667	0	-9.91027756663373	-10.7362481668587	-8.80884044994677	-9.50928016808786	-9.33935516664555	-10.672117829439	-11.5092801680879	-10.9477522720524	-9.33935516664555	-10.6711872047918	-11.1857603776216
22010-0016	-8.50928016808786	-8.80884044994677	-8.50928016808786	-8.04984854945056	-8.60238957247934	-8.9243176673667	-8.39803107397315	-8.60238957247934	-9.33935516664555	-8.50928016808786	-10.1873520732005	-8.33935516664555	-8.9243176673667	-11.8349450230622	-8.60238957247934	-9.90565245842884	-8.9436869515971	-8.9243176673667	-8.80884044994677	-8.80884044994677	-10.4952400673549	-10.3883248634384	-9.90565245842884	-8.60238957247934	-8.42181732683752	-8.9243176673667	-10.0694102766992	-9.91027756663373	-10.7362481668587	-8.80884044994677	-9.50928016808786	-9.33935516664555	-10.672117829439	-11.5092801680879	-10.9477522720524	-9.33935516664555	-10.6711872047918	-11.1857603776216
22010-0017	-8.50928016808786	-8.80884044994677	-8.50928016808786	-8.04984854945056	-8.60238957247934	-8.9243176673667	-8.39803107397315	-8.60238957247934	-9.33935516664555	-8.50928016808786	-10.1873520732005	-8.33935516664555	-8.9243176673667	-3.33219643034119	-8.60238957247934	-3.39931062619973	-8.9436869515971	-8.9243176673667	-8.80884044994677	-8.80884044994677	-3.4391116342577	-3.38952960540714	-3.96962635095648	-8.60238957247934	-8.42181732683752	-8.9243176673667	-3.55458885167764	-3.74100197590852	-3.70416520772815	-8.80884044994677	-9.50928016808786	-9.33935516664555	-3.58775571561284	-11.5092801680879	-3.83079864625916	-9.33935516664555	-3.6801197337615	-3.53289378057832
22010-0018	-8.50928016808786	-8.80884044994677	-8.50928016808786	-8.04984854945056	-8.60238957247934	-8.9243176673667	-8.39803107397315	-8.60238957247934	-9.33935516664555	-8.50928016808786	-10.1873520732005	-8.33935516664555	-8.9243176673667	-11.8349450230622	-8.60238957247934	-9.90565245842884	-8.9436869515971	-8.9243176673667	-8.80884044994677	-8.80884044994677	-10.4952400673549	-10.3883248634384	-9.90565245842884	-8.60238957247934	-8.42181732683752	-8.9243176673667	-10.0694102766992	-9.91027756663373	-10.7362481668587	-8.80884044994677	-9.50928016808786	-9.33935516664555	-10.672117829439	-11.5092801680879	-10.9477522720524	-9.33935516664555	-10.6711872047918	-11.1857603776216
22010-0019	-8.50928016808786	-8.80884044994677	-8.50928016808786	-8.04984854945056	-8.60238957247934	-8.9243176673667	-8.39803107397315	-8.60238957247934	-9.33935516664555	-8.50928016808786	-10.1873520732005	-8.33935516664555	-8.9243176673667	-3.45664687620747	-8.60238957247934	-3.50104099556592	-8.9436869515971	-8.9243176673667	-8.80884044994677	-8.80884044994677	-3.57979510698034	-3.68854277023236	-3.4654170858352	-8.60238957247934	-8.42181732683752	-8.9243176673667	-3.64804340795261	-3.63314453157327	-3.71444463367512	-8.80884044994677	-9.50928016808786	-9.33935516664555	-3.47867318253747	-11.5092801680879	-3.67322197094861	-9.33935516664555	-3.68854277023236	-3.52834834156166
22010-0020	-8.50928016808786	-8.80884044994677	-8.50928016808786	-8.04984854945056	-8.60238957247934	-8.9243176673667	-8.39803107397315	-8.60238957247934	-9.33935516664555	-8.50928016808786	-10.1873520732005	-8.33935516664555	-8.9243176673667	-11.8349450230622	-8.60238957247934	-9.90565245842884	-8.9436869515971	-8.9243176673667	-8.80884044994677	-8.80884044994677	-10.4952400673549	-10.3883248634384	-9.90565245842884	-8.60238957247934	-8.42181732683752	-8.9243176673667	-10.0694102766992	-9.91027756663373	-10.7362481668587	-8.80884044994677	-9.50928016808786	-9.33935516664555	-10.672117829439	-11.5092801680879	-10.9477522720524	-9.33935516664555	-10.6711872047918	-11.1857603776216
22010-0021	-4.22234239636927	-4.15128623461303	-4.22514646924597	-4.21675054812491	-4.38842067502604	-4.29119180412515	-4.65712383094653	-4.20286502186996	-4.62344070469024	-4.51309459537345	-4.77955990660752	-4.55834567646835	-4.85573158709292	-11.8349450230622	-4.95930799053547	-9.90565245842884	-4.91335840467498	-5.00195232794397	-5.00195232794397	-5.21954376301659	-10.4952400673549	-10.3883248634384	-9.90565245842884	-4.89985414032523	-4.62344070469024	-5.00676934424174	-10.0694102766992	-9.91027756663373	-10.7362481668587	-5.14330817718951	-5.02619987419064	-5.41059205602466	-10.672117829439	-5.27657470805297	-10.9477522720524	-5.36040629885644	-10.6711872047918	-11.1857603776216
22010-0022	-8.50928016808786	-8.80884044994677	-8.50928016808786	-8.04984854945056	-8.60238957247934	-5.13552607510144	-8.39803107397315	-8.60238957247934	-9.33935516664555	-8.50928016808786	-10.1873520732005	-8.33935516664555	-8.9243176673667	-3.32817115304383	-8.60238957247934	-3.3998491769038	-8.9436869515971	-8.9243176673667	-8.80884044994677	-8.80884044994677	-3.73342763153009	-3.64367297877176	-3.68078615178886	-8.60238957247934	-8.42181732683752	-8.9243176673667	-3.75800565425076	-3.74320865232268	-3.72371247669688	-8.80884044994677	-9.50928016808786	-9.33935516664555	-3.471205782767	-11.5092801680879	-3.75800565425076	-9.33935516664555	-3.68078615178886	-3.68549315446639
22010-0023	-3.65055084234873	-4.26946067499323	-4.12261928666396	-3.90689059560852	-4.90689059560852	-4.98935275580049	-4.98935275580049	-4.32192809488736	-5.37637587890974	-4.49185309632967	-5.16992500144231	-4.98935275580049	-5.26946067499323	-11.8349450230622	-5.26946067499323	-4.43295940727611	-4.82888808360725	-4.37637587890974	-4.32192809488736	-6.75488750216347	-10.4952400673549	-10.3883248634384	-9.90565245842884	-5.07681559705083	-4.16992500144231	-5.75488750216347	-10.0694102766992	-9.91027756663373	-10.7362481668587	-5.61738397841353	-5.16992500144231	-5.75488750216347	-10.672117829439	-5.07681559705083	-10.9477522720524	-5.07681559705083	-10.6711872047918	-11.1857603776216
22010-0024	-4.73506606125073	-4.73506606125073	-5.07610297908579	-4.59067615191555	-4.98299357469431	-4.73506606125073	-7.39803107397315	-5.17563865263671	-5.17563865263671	-4.28255385655322	-5.813068573252	-6.17563865263671	-5.66106547980695	-4.98299357469431	-5.98299357469431	-4.89553073344397	-6.66106547980695	-5.28255385655322	-4.98299357469431	-5.17563865263671	-4.59067615191555	-5.39803107397315	-5.66106547980695	-5.52356195605701	-6.17563865263671	-5.39803107397315	-4.66106547980695	-4.813068573252	-5.39803107397315	-5.66106547980695	-5.98299357469431	-5.39803107397315	-4.66106547980695	-5.07610297908579	-5.813068573252	-5.28255385655322	-7.98299357469431	-5.28255385655322
22010-0025	-8.50928016808786	-8.80884044994677	-8.50928016808786	-8.04984854945056	-8.60238957247934	-8.9243176673667	-8.39803107397315	-8.60238957247934	-9.33935516664555	-8.50928016808786	-10.1873520732005	-8.33935516664555	-8.9243176673667	-3.22637826977149	-8.60238957247934	-3.32627683982561	-8.9436869515971	-8.9243176673667	-8.80884044994677	-8.80884044994677	-3.55914176602079	-3.28336824835632	-3.29930979222534	-8.60238957247934	-8.42181732683752	-8.9243176673667	-3.56555375453503	-3.7540735698198	-3.55594642686099	-8.80884044994677	-9.50928016808786	-9.33935516664555	-3.98810810393104	-11.5092801680879	-3.94986063457408	-9.33935516664555	-3.79116288855502	-4.04073503458225
22010-0026	-8.50928016808786	-8.80884044994677	-8.50928016808786	-8.04984854945056	-8.60238957247934	-8.9243176673667	-8.39803107397315	-8.60238957247934	-9.33935516664555	-8.50928016808786	-10.1873520732005	-8.33935516664555	-8.9243176673667	-11.8349450230622	-8.60238957247934	-9.90565245842884	-8.9436869515971	-8.9243176673667	-8.80884044994677	-8.80884044994677	-10.4952400673549	-10.3883248634384	-9.90565245842884	-8.60238957247934	-8.42181732683752	-8.9243176673667	-10.0694102766992	-9.91027756663373	-10.7362481668587	-8.80884044994677	-9.50928016808786	-9.33935516664555	-10.672117829439	-11.5092801680879	-10.9477522720524	-9.33935516664555	-10.6711872047918	-11.1857603776216
22010-0027	-8.50928016808786	-8.80884044994677	-8.50928016808786	-8.04984854945056	-8.60238957247934	-8.9243176673667	-8.39803107397315	-8.60238957247934	-9.33935516664555	-8.50928016808786	-10.1873520732005	-8.33935516664555	-8.9243176673667	-3.01380579952503	-8.60238957247934	-3.25481389902883	-8.9436869515971	-8.9243176673667	-8.80884044994677	-8.80884044994677	-2.71424551766612	-3.39231742277876	-3.71424551766612	-8.60238957247934	-8.42181732683752	-8.9243176673667	-3.54432051622381	-3.71424551766612	-5.12928301694497	-8.80884044994677	-9.50928016808786	-9.33935516664555	-4.39231742277876	-11.5092801680879	-4.39231742277876	-9.33935516664555	-3.25481389902883	-4.12928301694497
